행정구역,2020년1월_남자 인구수,2020년2월_남자 인구수,2020년3월_남자 인구수,2020년4월_남자 인구수,2020년5월_남자 인구수,2020년6월_남자 인구수,2020년7월_남자 인구수,2020년8월_남자 인구수,2020년9월_남자 인구수,2020년10월_남자 인구수,2020년11월_남자 인구수,2020년12월_남자 인구수,위도,경도
강원도 삼척시,33811,33686,33491,33402,33390,33329,33287,33268,33245,33208,33106,33011,37.44998132,129.1653894
강원도 홍천군,35249,35165,35140,35194,35290,35452,35669,35613,35605,35608,35637,35663,37.69715594,127.8887666
강원도 횡성군,23687,23696,23690,23669,23699,23787,23779,23783,23823,23847,23858,23822,37.49171366,127.9849703
강원도 영월군,20154,20145,20110,20002,19996,20054,20048,20023,19987,20002,19997,19986,37.18370855,128.4617516
강원도 평창군,21541,21472,21424,21394,21376,21339,21331,21350,21321,21324,21306,21321,37.37075556,128.3902789
강원도 정선군,19320,19238,19234,19232,19224,19236,19218,19235,19202,19203,19199,19174,37.38061264,128.6608105
강원도 철원군,23733,23636,23561,23476,23475,23401,23346,23280,23267,23261,23235,23216,38.14658472,127.3125482
강원도 화천군,13426,13334,13333,13318,13336,13372,13421,13440,13458,13503,13488,13472,38.10624708,127.7080903
강원도 양구군,11937,11853,11806,11801,11802,11789,11775,11816,11814,11793,11867,11829,38.10999021,127.9899381
강원도 인제군,17086,17011,17013,17027,17051,17052,17022,17026,17007,17001,17044,17084,38.06952159,128.1697635
강원도 고성군,14051,13999,13981,13926,13910,13884,13862,13852,13815,13812,13824,13802,38.38058598,128.4678781
강원도 양양군,14091,14109,14101,14107,14140,14136,14159,14160,14200,14215,14194,14220,38.07537941,128.6190796
충청북도 청주시,423099,423236,423467,423544,423859,424561,424881,425096,425345,425483,425716,425848,36.64246074,127.4891116
충청북도 충주시,106633,106535,106420,106310,106327,106312,106297,106345,106352,106312,106350,106273,36.99091676,127.9257467
충청북도 제천시,67326,67244,67085,67030,66966,66925,66851,66804,66825,66811,66739,66705,37.13259287,128.1908895
충청북도 보은군,16535,16521,16500,16465,16454,16406,16373,16370,16359,16328,16326,16292,36.48945062,127.7295675
충청북도 옥천군,25693,25665,25596,25608,25618,25585,25574,25583,25548,25519,25494,25489,36.30634045,127.5712259
충청북도 영동군,24060,23990,23895,23828,23762,23723,23689,23689,23694,23662,23657,23624,36.17489697,127.7833915
충청북도 증평군,19376,19373,19345,19357,19353,19285,19301,19298,19283,19229,19215,19129,36.78528798,127.5814568
충청북도 진천군,42476,42535,42599,42652,42709,42813,42880,42920,43149,43522,43802,43836,36.85487116,127.4357457
충청북도 괴산군,19640,19500,19365,19271,19207,19202,19143,19136,19145,19186,19309,20225,36.8153505,127.7866016
충청북도 음성군,50268,50219,50139,50020,49965,49951,49995,49950,49775,49643,49477,49388,36.94021058,127.6904771
충청북도 단양군,15023,14987,14958,14920,14894,14894,14857,14832,14827,14833,14818,14782,36.98510421,128.3655621
충청남도 천안시,332818,333367,333551,333525,333991,335230,335655,335724,336024,336138,336256,336221,36.81508793,127.1139222
충청남도 공주시,53252,53161,53074,53019,52952,52838,52782,52741,52656,52542,52394,52297,36.44652532,127.1190088
충청남도 보령시,51031,51024,51027,50931,50917,50987,50969,50941,50881,50850,50814,50807,36.33347359,126.6127756
충청남도 아산시,162713,162615,162614,162676,162712,162398,162566,162873,163138,163284,163661,164115,36.78992729,127.0024922
충청남도 서산시,90387,90431,90543,90593,90756,90822,90960,91076,91168,91228,91321,91399,36.78478317,126.4503368
충청남도 논산시,59429,59290,59175,59039,58911,58862,58763,58656,58593,58493,58426,58316,36.18720384,127.0986769
충청남도 계룡시,21250,21211,21221,21294,21272,21319,21306,21300,21322,21306,21350,21343,36.27450688,127.2485308
충청남도 당진시,88199,88109,87970,87969,87974,88015,88007,88049,88009,88081,88140,88206,36.88959597,126.6460108
충청남도 금산군,26240,26165,26145,26064,26057,26034,26057,26032,26001,25957,25947,25928,36.10885289,127.4880279
충청남도 부여군,33011,32969,32871,32826,32746,32648,32604,32560,32485,32454,32417,32374,36.27567229,126.9097853
충청남도 서천군,26045,25992,25952,25898,25843,25829,25834,25776,25742,25687,25666,25614,36.08030449,126.6918535
충청남도 청양군,15937,15853,15804,15761,15712,15678,15667,15623,15587,15616,15624,15691,36.45914434,126.8023368
충청남도 홍성군,49896,49839,49737,49723,49731,49711,49729,49715,49689,49626,49665,49796,36.60131617,126.6608455
충청남도 예산군,39721,39603,39587,39524,39497,39464,39465,39353,39308,39276,39202,39156,36.68088766,126.844815
충청남도 태안군,31623,31524,31434,31414,31354,31389,31388,31388,31426,31429,31428,31371,36.74555213,126.2979723
전라북도 전주시,322524,322798,322755,322894,322832,322788,322907,323103,323351,323585,323780,323542,35.82445746,127.1478665
전라북도 군산시,136268,135975,135745,135704,135674,135579,135497,135367,135421,135376,135332,135332,35.96743059,126.7368529
전라북도 익산시,142991,142534,142205,142088,141842,141545,141360,141163,140974,140864,140745,140573,35.94825493,126.9577833
전라북도 정읍시,54624,54541,54501,54410,54361,54267,54186,54088,53997,53960,53872,53791,35.57000284,126.8563525
전라북도 남원시,39877,39875,39814,39786,39729,39703,39702,39728,39665,39646,39616,39560,35.41632997,127.3903679
전라북도 김제시,41594,41483,41441,41337,41319,41262,41189,41140,41046,40991,40934,40844,35.80330016,126.8807361
전라북도 완주군,47293,47315,47328,47244,47142,47126,47139,47109,47149,47023,46970,47077,35.90482498,127.1620039
전라북도 진안군,12973,12950,12931,12888,12877,12876,12873,12845,12845,12815,12784,12832,35.79178512,127.4245692
전라북도 무주군,12058,12047,12017,11995,11976,11952,11929,11938,11940,11943,11948,11959,36.0067837,127.6607417
전라북도 장수군,11141,11095,11096,11103,11078,11073,11051,11023,11027,11018,11006,11000,35.64729167,127.521172
전라북도 임실군,14457,14372,14293,14219,14184,14175,14145,14144,14097,14070,14024,13966,35.61778264,127.2890493
전라북도 순창군,13737,13721,13671,13648,13613,13605,13595,13569,13538,13530,13520,13520,35.37443426,127.1374233
전라북도 고창군,27439,27338,27238,27155,27135,27076,27051,27019,26989,26948,26909,26964,35.43577681,126.7020803
전라북도 부안군,26409,26321,26217,26157,26132,26110,26095,26060,26009,26001,25953,25914,35.73178215,126.7333099
전라남도 목포시,114506,114262,114138,114140,113977,113829,113775,113053,112457,112217,111999,111578,34.81181045,126.3921426
전라남도 여수시,143642,143645,143551,143493,143364,143298,143194,143046,143064,143106,143116,142995,34.76039685,127.6622222
전라남도 순천시,140119,140306,140597,140348,140159,140303,140466,140794,140876,141053,141001,140772,34.95062457,127.48737
전라남도 나주시,57696,57676,57667,57620,57643,57642,57573,57546,57632,57830,57963,58194,35.0158853,126.7108524
전라남도 광양시,79710,79213,78834,79031,79442,79189,79014,78726,78570,78387,78550,79144,34.94070146,127.6958891
전라남도 담양군,23666,23619,23562,23501,23463,23431,23422,23373,23350,23323,23343,23502,35.32122516,126.9881958
전라남도 곡성군,14067,14036,13955,13892,13864,13836,13808,13779,13752,13724,13692,13707,35.2820633,127.2920961
전라남도 구례군,12751,12687,12647,12587,12551,12523,12518,12476,12454,12434,12445,12519,35.20250131,127.4627157
전라남도 고흥군,31428,31368,31295,31244,31220,31214,31213,31179,31117,31092,31100,31051,34.60477493,127.2762856
전라남도 보성군,20049,20035,19992,19944,19883,19855,19828,19796,19791,19766,19727,19719,34.77147634,127.079973
전라남도 화순군,31001,30958,30938,30920,30939,30997,30996,30993,30975,30936,30896,30906,35.06454988,126.9866674
전라남도 장흥군,18667,18639,18625,18568,18526,18482,18471,18426,18372,18373,18367,18381,34.68163168,126.9071449
전라남도 강진군,16928,16925,16934,16886,16854,16851,16828,16794,16773,16783,16756,16715,34.64205355,126.7672373
전라남도 해남군,34599,34542,34459,34381,34339,34269,34243,34182,34137,34127,34040,33975,34.57338485,126.5992923
전라남도 영암군,27993,27926,27900,27860,27886,27892,27869,27777,27750,27704,27650,27595,34.80016406,126.6967832
전라남도 무안군,40675,40776,40836,40860,40920,40940,40886,41659,42377,42640,42829,43254,34.99040352,126.481689
전라남도 함평군,16371,16341,16311,16239,16211,16181,16154,16130,16116,16113,16079,16062,35.06589788,126.5165996
전라남도 영광군,26816,26740,26716,26693,26687,26665,26646,26601,26573,26539,26517,26468,35.27718056,126.5119711
전라남도 장성군,23409,23431,23357,23342,23265,23250,23172,23049,22969,22862,22816,22781,35.3018382,126.7849389
전라남도 완도군,25430,25415,25346,25319,25267,25246,25263,25208,25165,25156,25137,25099,34.31099974,126.7549467
전라남도 진도군,15096,15047,15021,14998,14988,14972,14946,14912,14889,14865,15165,15429,34.48679563,126.2634295
전라남도 신안군,21343,21313,21215,21104,21048,21033,20995,20967,20917,20881,20798,20769,34.83357423,126.3514524
경상북도 포항시,255926,255773,255465,255341,255144,254995,254899,254726,254626,254459,254299,254222,36.01937542,129.3433639
경상북도 경주시,127829,127687,127506,127374,127240,127101,127019,126913,126826,126760,126867,126911,35.85626282,129.2248116
경상북도 김천시,70637,70589,70481,70365,70371,70596,70548,70498,70504,70434,70498,70525,36.13983232,128.1135643
경상북도 안동시,79122,79090,78917,78720,78605,78470,78614,78653,78704,78669,78632,78661,36.56831833,128.7295868
경상북도 구미시,215196,215001,214573,214528,214442,214220,214052,213796,213856,213931,213634,213720,36.1198418,128.3443068
경상북도 영주시,52016,51927,51833,51767,51666,51573,51495,51379,51284,51227,51170,51070,36.80565236,128.6238768
경상북도 영천시,51918,51828,51685,51771,51745,51636,51550,51571,51667,51701,51749,51812,35.97349135,128.9382431
경상북도 상주시,48984,48785,48585,48383,48286,48175,48077,48001,47918,47856,47779,47634,36.41095303,128.1589549
경상북도 문경시,35202,35156,35038,34989,34927,35101,34984,34890,34869,34924,34874,35000,36.58683084,128.1870005
경상북도 경산시,132584,132513,132578,132633,132603,132471,132218,132072,132085,132200,132410,132805,35.82511073,128.741326
경상북도 군위군,12150,12151,12069,12018,11983,11971,11961,11945,11908,11923,11913,11892,36.24293664,128.5728369
경상북도 의성군,25792,25734,25651,25606,25545,25518,25455,25384,25372,25355,25326,25265,36.35271338,128.6971422
경상북도 청송군,12715,12708,12651,12636,12631,12616,12580,12558,12523,12541,12518,12482,36.43628135,129.0569723
경상북도 영양군,8422,8385,8346,8317,8295,8277,8271,8244,8239,8236,8246,8263,36.66667945,129.1122616
경상북도 영덕군,17704,17635,17569,17498,17457,17423,17387,17334,17335,17279,17226,17197,36.41501475,129.3656654
경상북도 청도군,21058,21019,20976,20937,20913,20857,20859,20863,20836,20828,20791,20775,35.64740052,128.733963
경상북도 고령군,16510,16474,16355,16308,16293,16267,16171,16110,16050,16076,16076,16074,35.72611222,128.2629519
경상북도 성주군,22709,22704,22604,22565,22532,22471,22449,22416,22368,22357,22349,22473,35.91943449,128.2831702
경상북도 칠곡군,60910,60763,60497,60414,60357,60161,60050,59903,59823,59858,59955,59828,35.99558435,128.4016028
경상북도 예천군,27066,27207,27261,27302,27329,27401,27369,27288,27248,27269,27330,27352,36.64687138,128.4372484
경상북도 봉화군,16119,16082,16077,16050,16019,16024,16005,15958,15922,15925,15878,15853,36.8930961,128.7323988
경상북도 울진군,24587,24536,24487,24410,24399,24430,24409,24399,24436,24419,24426,24441,36.99308703,129.4004941
경상북도 울릉군,5190,5160,5085,5049,5033,5026,5039,5018,5009,5030,4993,4956,37.48434523,130.9057502
경상남도 창원시,529176,528886,528140,527820,527377,527035,526732,526309,526005,525799,525467,525278,35.22797503,128.6818146
경상남도 진주시,171917,171942,172040,172050,172037,172027,171907,171852,171950,172010,171968,172107,35.18030228,128.1086628
경상남도 통영시,65897,65730,65612,65470,65363,65214,65125,64957,64870,64774,64656,64502,34.85392667,128.4339955
경상남도 사천시,56399,56318,56237,56119,56099,56072,56194,56204,56183,56105,56068,56010,35.00329629,128.0642328
경상남도 김해시,274438,274457,274437,274576,274740,274583,274482,274363,274295,274251,274299,274313,35.22857717,128.8892552
경상남도 밀양시,51578,51625,51571,51541,51488,51496,51484,51453,51425,51422,51374,51356,35.50388523,128.7466943
경상남도 거제시,130147,129959,129979,129950,129761,129682,129586,129473,129325,129230,129085,128978,34.88091089,128.6218113
경상남도 양산시,176291,176425,176468,176363,176340,176445,176482,176488,176549,176551,176428,176641,35.33501899,129.0376034
경상남도 의령군,13223,13214,13202,13173,13180,13191,13154,13153,13129,13157,13146,13140,35.32219253,128.2617007
경상남도 함안군,33120,33043,32964,32912,32826,32793,32748,32707,32687,32635,32576,32561,35.2724085,128.406507
경상남도 창녕군,30945,30941,30801,30770,30755,30708,30641,30605,30533,30574,30495,30452,35.54461845,128.4922353
경상남도 고성군,26174,26101,26058,26053,26048,26011,25971,25895,25847,25799,25795,25760,34.97308291,128.3224483
경상남도 남해군,20939,20911,20851,20795,20747,20733,20711,20687,20641,20646,20757,20707,34.83768596,127.8925293
경상남도 하동군,23037,22948,22875,22788,22723,22637,22621,22558,22512,22488,22422,22364,35.06734434,127.7513032
경상남도 산청군,17300,17275,17269,17276,17246,17236,17216,17203,17179,17159,17137,17110,35.41510337,127.8738913
경상남도 함양군,19058,19055,18991,18986,18973,18943,18927,18905,18879,18871,18849,18853,35.52053795,127.7251843
경상남도 거창군,30275,30222,30131,30067,30135,30123,30078,30013,29993,30006,29987,30082,35.68666343,127.9094852
경상남도 합천군,21590,21548,21511,21469,21451,21402,21368,21309,21261,21256,21210,21209,35.56668331,128.1658663
제주특별자치도 제주시,245389,245546,245378,245486,245567,245805,246023,246206,246224,246412,246407,246588,33.49958268,126.5312361
제주특별자치도 서귀포시,91842,91749,91677,91633,91544,91538,91564,91616,91708,91778,91905,92021,33.25531026,126.5349109
