행정구역,2020년01월_총인구수,2020년01월_남자 인구수,2020년01월_여자 인구수,2020년02월_총인구수,2020년02월_남자 인구수,2020년02월_여자 인구수,2020년03월_총인구수,2020년03월_남자 인구수,2020년03월_여자 인구수,2020년04월_총인구수,2020년04월_남자 인구수,2020년04월_여자 인구수,2020년05월_총인구수,2020년05월_남자 인구수,2020년05월_여자 인구수,2020년06월_총인구수,2020년06월_남자 인구수,2020년06월_여자 인구수,2020년07월_총인구수,2020년07월_남자 인구수,2020년07월_여자 인구수,2020년08월_총인구수,2020년08월_남자 인구수,2020년08월_여자 인구수,2020년09월_총인구수,2020년09월_남자 인구수,2020년09월_여자 인구수,2020년10월_총인구수,2020년10월_남자 인구수,2020년10월_여자 인구수,2020년11월_총인구수,2020년11월_남자 인구수,2020년11월_여자 인구수,2020년12월_총인구수,2020년12월_남자 인구수,2020년12월_여자 인구수,위도,경도
서울특별시 관악구,499869,250931,248938,499587,250822,248765,499374,250743,248631,498978,250442,248536,499431,250628,248803,499740,250829,248911,499729,250825,248904,499316,250520,248796,498574,250084,248490,497082,249412,247670,496059,248857,247202,495060,248339,246721,37.47828858,126.9514609
서울특별시 서초구,431050,206112,224938,431336,206193,225143,430568,205787,224781,429729,205452,224277,429340,205264,224076,428919,205037,223882,428252,204766,223486,427237,204280,222957,426009,203686,222323,425558,203507,222051,425431,203493,221938,425126,203359,221767,37.48375739,127.0326987
서울특별시 강남구,545938,261190,284748,546436,261466,284970,544804,260654,284150,543240,259936,283304,541915,259158,282757,541233,258753,282480,540636,258624,282012,540148,258407,281741,539235,257961,281274,540127,258461,281666,539838,258333,281505,539231,257999,281232,37.51768528,127.047386
서울특별시 송파구,676341,327261,349080,675782,326880,348902,674095,325859,348236,672862,325127,347735,672089,324643,347446,671512,324317,347195,671589,324307,347282,671312,324134,347178,670331,323646,346685,668920,322942,345978,668498,322663,345835,667960,322299,345661,37.5146405,127.105894
서울특별시 강동구,440795,217545,223250,446887,220464,226423,452646,223189,229457,455042,224321,230721,456312,224869,231443,457164,225206,231958,457339,225170,232169,457330,225103,232227,458058,225396,232662,458495,225664,232831,458604,225631,232973,459970,226216,233754,37.53028931,127.1237639
부산광역시 중구,41830,20508,21322,41826,20482,21344,41764,20454,21310,41714,20451,21263,41742,20457,21285,41652,20411,21241,41633,20380,21253,41630,20358,21272,41593,20345,21248,41547,20320,21227,41501,20294,21207,41523,20282,21241,35.10653923,129.0322797
부산광역시 서구,107973,52487,55486,107844,52368,55476,107669,52230,55439,107722,52251,55471,107868,52319,55549,107947,52341,55606,107934,52313,55621,107768,52216,55552,107689,52179,55510,107996,52306,55690,108119,52358,55761,108135,52341,55794,35.09811743,129.0242148
부산광역시 동구,88292,43376,44916,88439,43453,44986,89289,43844,45445,89673,44003,45670,89710,44007,45703,89698,44003,45695,89721,44016,45705,89665,43942,45723,89410,43821,45589,89205,43684,45521,89031,43603,45428,88901,43509,45392,35.12951925,129.0454126
부산광역시 영도구,116447,57482,58965,116155,57304,58851,115886,57150,58736,115645,57014,58631,115388,56867,58521,115120,56700,58420,114873,56583,58290,114511,56422,58089,114252,56298,57954,113909,56128,57781,113621,55985,57636,113342,55846,57496,35.09140559,129.0678947
부산광역시 부산진구,357284,173108,184176,356811,172815,183996,356661,172634,184027,356978,172703,184275,357190,172803,184387,357242,172757,184485,357695,172953,184742,357768,173014,184754,357558,172829,184729,358317,173254,185063,359375,173709,185666,359886,173920,185966,35.16304228,129.0530903
부산광역시 동래구,271562,132401,139161,271528,132345,139183,272319,132743,139576,272570,132883,139687,272532,132867,139665,272476,132759,139717,272554,132823,139731,272182,132551,139631,271980,132456,139524,271633,132262,139371,271187,132022,139165,270745,131735,139010,35.1967203,129.0930973
부산광역시 남구,273707,134125,139582,272927,133698,139229,272381,133353,139028,271674,133034,138640,271183,132724,138459,270606,132436,138170,270125,132209,137916,269626,131948,137678,269251,131745,137506,268711,131533,137178,268249,131310,136939,267731,131037,136694,35.1367524,129.0844303
부산광역시 북구,290908,144089,146819,290230,143726,146504,289575,143363,146212,289059,143102,145957,288986,143042,145944,288376,142725,145651,287736,142426,145310,286865,141959,144906,286327,141698,144629,285507,141291,144216,284872,140976,143896,283952,140527,143425,35.19746596,128.9902986
부산광역시 해운대구,406312,196037,210275,405708,195730,209978,405155,195405,209750,405268,195412,209856,404459,194943,209516,403923,194638,209285,403878,194573,209305,403118,194137,208981,402749,193893,208856,402820,193899,208921,402518,193777,208741,402169,193618,208551,35.16335254,129.1638847
부산광역시 사하구,320254,159764,160490,319542,159437,160105,318866,159079,159787,318196,158716,159480,317747,158447,159300,317258,158222,159036,316705,157896,158809,315748,157389,158359,314728,156796,157932,313677,156217,157460,312840,155766,157074,311757,155228,156529,35.1045808,128.9749752
부산광역시 금정구,238556,116818,121738,238208,116606,121602,237508,116174,121334,236904,115861,121043,236596,115716,120880,236009,115428,120581,235155,114941,120214,234640,114665,119975,234135,114368,119767,233601,114052,119549,233303,113883,119420,232666,113595,119071,35.2430003,129.0921739
부산광역시 강서구,130298,67353,62945,130748,67557,63191,131140,67778,63362,131235,67825,63410,131557,68009,63548,131779,68116,63663,131979,68208,63771,133354,68912,64442,135330,69941,65389,136485,70513,65972,137229,70896,66333,137957,71245,66712,35.21241036,128.9804872
부산광역시 연제구,209980,101486,108494,210509,101738,108771,210326,101595,108731,210086,101425,108661,209873,101258,108615,209514,101066,108448,209345,100984,108361,210146,101338,108808,210362,101407,108955,210191,101317,108874,209688,101023,108665,209157,100700,108457,35.17640584,129.0796413
부산광역시 수영구,176112,83525,92587,176879,83801,93078,176967,83806,93161,176984,83743,93241,176886,83672,93214,176975,83688,93287,176742,83573,93169,176937,83686,93251,177266,83830,93436,177085,83696,93389,176885,83576,93309,176894,83573,93321,35.14574351,129.1131838
부산광역시 사상구,217594,110022,107572,217250,109833,107417,216840,109636,107204,216507,109497,107010,216083,109279,106804,215709,109108,106601,215332,108906,106426,214826,108616,106210,214345,108367,105978,213747,108044,105703,213178,107721,105457,212586,107405,105181,35.15280367,128.9911898
부산광역시 기장군,164710,81621,83089,166321,82373,83948,167586,83008,84578,168132,83279,84853,169142,83765,85377,170139,84220,85919,171369,84829,86540,172288,85309,86979,172774,85581,87193,173167,85761,87406,173918,86156,87762,174545,86439,88106,35.24482811,129.2222634
대구광역시 중구,77282,37289,39993,77151,37184,39967,77136,37161,39975,76955,37064,39891,76880,37013,39867,76984,37036,39948,77062,37082,39980,77120,37118,40002,77030,37052,39978,76849,36968,39881,76727,36930,39797,76547,36799,39748,35.86947505,128.6060564
대구광역시 동구,344932,170284,174648,343857,169757,174100,343933,169683,174250,343568,169428,174140,342897,169113,173784,342627,168940,173687,342657,168899,173758,343317,169224,174093,343233,169170,174063,342552,168793,173759,342432,168712,173720,341920,168443,173477,35.88681859,128.6355584
대구광역시 서구,174803,87761,87042,174389,87544,86845,174042,87337,86705,173807,87167,86640,173278,86892,86386,172802,86639,86163,172657,86576,86081,172465,86481,85984,171947,86202,85745,171576,86015,85561,171060,85757,85303,170700,85572,85128,35.87200214,128.5592204
대구광역시 남구,148057,71342,76715,147938,71220,76718,148083,71248,76835,147905,71130,76775,147746,71070,76676,147482,70945,76537,147355,70816,76539,147235,70744,76491,146864,70576,76288,146513,70433,76080,146658,70450,76208,146632,70471,76161,35.84618324,128.5973754
대구광역시 북구,437189,217926,219263,436530,217534,218996,436847,217669,219178,436863,217681,219182,437566,217981,219585,438608,218514,220094,439432,218914,220518,439690,219016,220674,440500,219416,221084,440832,219603,221229,440736,219512,221224,440263,219197,221066,35.88430565,128.5815912
대구광역시 수성구,428770,208071,220699,428729,208070,220659,428777,208075,220702,428125,207610,220515,427436,207205,220231,426919,206873,220046,426611,206700,219911,426437,206555,219882,425949,206262,219687,425639,206015,219624,424947,205632,219315,424314,205293,219021,35.85823498,128.6305627
대구광역시 달서구,568663,281202,287461,567716,280670,287046,567978,280655,287323,567375,280296,287079,566213,279670,286543,565378,279227,286151,564639,278813,285826,563730,278341,285389,562972,277979,284993,561568,277231,284337,560354,276555,283799,558631,275626,283005,35.82992525,128.5326441
대구광역시 달성군,256792,130512,126280,256573,130385,126188,256772,130445,126327,256925,130523,126402,257043,130560,126483,257154,130641,126513,257609,130821,126788,258234,131183,127051,258354,131257,127097,258642,131388,127254,258945,131533,127412,259339,131708,127631,35.77475899,128.4313244
인천광역시 중구,136013,70468,65545,136879,70837,66042,137587,71205,66382,137994,71389,66605,138535,71667,66868,138783,71833,66950,139042,71985,67057,139154,72058,67096,139299,72174,67125,139391,72267,67124,139646,72385,67261,139729,72485,67244,37.47393798,126.6215171
인천광역시 동구,64337,32485,31852,64216,32421,31795,64039,32314,31725,63866,32239,31627,63795,32230,31565,63546,32101,31445,63309,31979,31330,63093,31856,31237,62957,31767,31190,62802,31701,31101,62747,31690,31057,62542,31575,30967,37.4740331,126.6432655
인천광역시 미추홀구,408394,205847,202547,407369,205288,202081,406829,204964,201865,406690,204942,201748,406602,204875,201727,406125,204638,201487,405498,204272,201226,404360,203663,200697,403500,203233,200267,402662,202816,199846,402392,202669,199723,404343,203638,200705,37.46365763,126.6502865
인천광역시 연수구,367321,182794,184527,369588,183851,185737,370796,184450,186346,371396,184733,186663,372206,185068,187138,372566,185258,187308,374353,186133,188220,378093,188008,190085,380980,189440,191540,383529,190662,192867,385973,191853,194120,387450,192570,194880,37.41037273,126.678298
인천광역시 남동구,532569,264835,267734,532257,264677,267580,531960,264508,267452,531526,264348,267178,531031,264071,266960,530416,263707,266709,529413,263176,266237,528255,262483,265772,527515,262068,265447,527080,261785,265295,526337,261423,264914,525354,260923,264431,37.44725267,126.7314723
인천광역시 부평구,510362,252799,257563,508587,251949,256638,506682,251023,255659,505236,250187,255049,503946,249482,254464,502365,248663,253702,501128,248030,253098,499290,247094,252196,497902,246296,251606,496958,245756,251202,495882,245186,250696,494962,244713,250249,37.50724197,126.7218691
인천광역시 계양구,302832,151252,151580,301984,150884,151100,301395,150492,150903,300885,150250,150635,300446,149977,150469,299853,149655,150198,299210,149306,149904,298184,148767,149417,297540,148443,149097,297282,148288,148994,297148,148225,148923,296750,147976,148774,37.53757116,126.7377225
인천광역시 서구,544608,274954,269654,544465,274946,269519,544034,274696,269338,543994,274644,269350,544010,274679,269331,544136,274761,269375,544147,274755,269392,543627,274487,269140,543365,274441,268924,542982,274290,268692,542611,274090,268521,542040,273778,268262,37.54548073,126.6760045
인천광역시 강화군,69197,34682,34515,69154,34663,34491,68996,34595,34401,69030,34609,34421,69102,34656,34446,69060,34617,34443,69032,34582,34450,69003,34585,34418,69070,34613,34457,69069,34603,34466,69074,34607,34467,69203,34644,34559,37.74685272,126.4878739
인천광역시 옹진군,20486,11633,8853,20456,11617,8839,20371,11592,8779,20355,11575,8780,20390,11602,8788,20367,11580,8787,20433,11619,8814,20432,11619,8813,20425,11630,8795,20478,11666,8812,20497,11667,8830,20455,11641,8814,37.44668379,126.6368011
광주광역시 동구,98642,48775,49867,98641,48775,49866,98628,48750,49878,98622,48743,49879,99158,49015,50143,99273,49091,50182,99228,49043,50185,99159,49005,50154,100993,49923,51070,102151,50495,51656,102645,50705,51940,102897,50810,52087,35.14615419,126.9231381
광주광역시 서구,301339,147877,153462,301015,147750,153265,300292,147355,152937,300093,147198,152895,299850,147074,152776,299248,146717,152531,298898,146518,152380,298644,146398,152246,298030,146067,151963,297527,145861,151666,297214,145703,151511,296576,145374,151202,35.15217985,126.8899468
광주광역시 남구,218035,105018,113017,217993,104972,113021,217810,104881,112929,217543,104745,112798,216758,104351,112407,216256,104128,112128,215987,104009,111978,215701,103846,111855,215266,103633,111633,215072,103526,111546,214752,103360,111392,214579,103257,111322,35.13321296,126.9022115
광주광역시 북구,433147,215098,218049,432872,214985,217887,433006,215039,217967,433057,215038,218019,432731,214894,217837,433444,215259,218185,433463,215251,218212,433279,215168,218111,432525,214717,217808,431684,214238,217446,431256,214023,217233,430431,213611,216820,35.17438289,126.9121844
광주광역시 광산구,405525,204163,201362,405600,204204,201396,405969,204435,201534,406781,204812,201969,407036,204966,202070,406827,204865,201962,407133,205039,202094,407371,205184,202187,407138,205105,202033,406560,204792,201768,406126,204579,201547,405579,204296,201283,35.13977662,126.7937594
대전광역시 동구,226216,114174,112042,225633,113883,111750,225302,113690,111612,225094,113487,111607,224729,113288,111441,224300,113088,111212,224060,112971,111089,223728,112774,110954,223368,112589,110779,222850,112333,110517,222446,112094,110352,223021,112416,110605,36.31203163,127.4548059
대전광역시 중구,240215,118757,121458,240064,118636,121428,239635,118361,121274,239361,118212,121149,238955,117992,120963,238540,117801,120739,238149,117592,120557,237792,117413,120379,237425,117205,120220,236825,116865,119960,236492,116718,119774,235550,116233,119317,36.32576074,127.4213595
대전광역시 서구,481174,236839,244335,481349,236972,244377,481135,236924,244211,481304,237012,244292,481449,237046,244403,481436,236945,244491,481209,236814,244395,481124,236763,244361,480780,236605,244175,479806,236113,243693,478872,235628,243244,477880,235112,242768,36.35552081,127.3838132
대전광역시 유성구,349824,176617,173207,349915,176706,173209,350055,176785,173270,350439,176924,173515,351532,177460,174072,351882,177640,174242,352316,177867,174449,352550,178001,174549,352604,178003,174601,352231,177833,174398,351790,177584,174206,351047,177240,173807,36.36246979,127.3561992
대전광역시 대덕구,176723,89872,86851,176164,89594,86570,175731,89419,86312,175452,89267,86185,175250,89154,86096,174882,88967,85915,174491,88764,85727,174237,88596,85641,174922,88954,85968,175844,89408,86436,176293,89677,86616,176384,89698,86686,36.34692581,127.4155614
울산광역시 중구,223060,113235,109825,222395,112874,109521,221702,112512,109190,221125,112157,108968,220604,111885,108719,220028,111559,108469,219635,111380,108255,219249,111137,108112,218862,110913,107949,218571,110780,107791,218096,110500,107596,217595,110201,107394,35.56970355,129.3327733
울산광역시 남구,323704,164993,158711,323756,165069,158687,323320,164896,158424,323230,164885,158345,323192,164865,158327,322883,164689,158194,322486,164493,157993,321955,164160,157795,321494,163939,157555,321134,163727,157407,320716,163513,157203,320064,163198,156866,35.54394782,129.330126
울산광역시 동구,159294,83217,76077,158809,83004,75805,158477,82841,75636,158323,82795,75528,158154,82706,75448,157973,82633,75340,157757,82507,75250,157589,82449,75140,157396,82303,75093,157319,82261,75058,157111,82126,74985,156806,81999,74807,35.50516123,129.4167348
울산광역시 북구,218053,112773,105280,218190,112835,105355,218353,112967,105386,218364,112960,105404,218396,113001,105395,218673,113189,105484,218777,113253,105524,218765,113233,105532,218903,113315,105588,218949,113337,105612,218882,113325,105557,219014,113392,105622,35.582905,129.3612179
울산광역시 울주군,222926,115015,107911,222560,114844,107716,222711,114911,107800,223056,115105,107951,222802,114977,107825,222633,114869,107764,222707,114900,107807,222752,114943,107809,222713,114917,107796,222608,114858,107750,222540,114841,107699,222538,114918,107620,35.52252665,129.2425116
세종특별자치시 세종특별자치시,342328,170729,171599,343788,171403,172385,344792,171951,172841,345216,172176,173040,345373,172269,173104,345341,172234,173107,346217,172660,173557,347232,173183,174049,348014,173613,174401,351007,175135,175872,353430,176336,177094,355831,177568,178263,36.48045322,127.2892442
경기도 수원시,1193894,601097,592797,1193480,600958,592522,1192762,600550,592212,1192622,600616,592006,1192018,600154,591864,1191542,599868,591674,1191244,599719,591525,1190074,599101,590973,1188926,598549,590377,1187638,597863,589775,1187153,597612,589541,1186078,597076,589002,37.26355925,127.0285973
경기도 성남시,942649,466582,476067,942183,466306,475877,941688,466115,475573,941527,466119,475408,940519,465640,474879,939748,465307,474441,938982,465033,473949,940668,465801,474867,941783,466232,475551,941480,466057,475423,940746,465702,475044,940064,465407,474657,37.42022748,127.1266546
경기도 의정부시,451876,222611,229265,452865,223110,229755,453679,223534,230145,454222,223765,230457,454859,224100,230759,455520,224416,231104,455671,224479,231192,456660,224985,231675,458273,225715,232558,459418,226232,233186,460390,226656,233734,461710,227342,234368,37.73825019,127.033733
경기도 안양시,565352,279857,285495,563066,278678,284388,561966,278194,283772,561069,277727,283342,559792,276997,282795,558017,276140,281877,556561,275318,281243,554857,274506,280351,553286,273677,279609,552154,273030,279124,551296,272550,278746,550027,271936,278091,37.39453744,126.9568463
경기도 부천시,828947,411912,417035,827374,411044,416330,827132,410853,416279,826845,410678,416167,826093,410257,415836,825700,409982,415718,824675,409371,415304,822865,408411,414454,822000,407881,414119,821068,407401,413667,819990,406839,413151,818383,406023,412360,37.50375321,126.7658326
경기도 광명시,315920,156095,159825,316125,156129,159996,316220,156128,160092,315745,155900,159845,314413,155249,159164,312774,154425,158349,311119,153575,157544,308678,152384,156294,305836,150994,154842,302761,149478,153283,300092,148104,151988,298599,147278,151321,37.47867555,126.8646736
경기도 평택시,514876,265037,249839,517087,266206,250881,519124,267360,251764,520649,268331,252318,522111,269109,253002,523881,270183,253698,525378,271051,254327,527166,271992,255174,529140,273077,256063,531655,274461,257194,534343,275968,258375,537307,277617,259690,36.99245752,127.112695
경기도 동두천시,94719,47276,47443,94452,47156,47296,94231,47048,47183,94191,47015,47176,94097,46946,47151,94143,46951,47192,93985,46904,47081,93968,46912,47056,93901,46863,47038,93915,46846,47069,94199,46959,47240,94353,47038,47315,37.90370032,127.061145
경기도 안산시,650559,333471,317088,651211,333839,317372,652763,334625,318138,653575,335033,318542,654047,335253,318794,654450,335477,318973,654093,335259,318834,653733,335082,318651,653505,334987,318518,653383,334914,318469,654210,335365,318845,654915,335804,319111,37.32203062,126.8308388
경기도 고양시,1068641,523803,544838,1071002,524883,546119,1072909,525756,547153,1074853,526681,548172,1076179,527304,548875,1076996,527663,549333,1077347,527701,549646,1076406,527215,549191,1075841,526928,548913,1076564,527169,549395,1078047,527834,550213,1079216,528480,550736,37.65830361,126.832016
경기도 과천시,58334,28650,29684,58253,28616,29637,58280,28633,29647,59687,29341,30346,60790,29872,30918,61309,30125,31184,61717,30296,31421,61902,30374,31528,61982,30431,31551,62011,30459,31552,62026,30466,31560,63231,31068,32163,37.42927348,126.9875979
경기도 구리시,199015,98858,100157,198921,98807,100114,199099,98873,100226,199018,98816,100202,198883,98734,100149,198461,98503,99958,198212,98386,99826,197889,98262,99627,197974,98260,99714,197781,98145,99636,197608,98033,99575,197454,97939,99515,37.5944714,127.1297639
경기도 남양주시,702545,350058,352487,704172,350840,353332,705264,351413,353851,706069,351837,354232,706444,351990,354454,707485,352439,355046,709247,353217,356030,709881,353465,356416,710433,353701,356732,711815,354477,357338,712900,355027,357873,713321,355197,358124,37.61055247,127.1711945
경기도 오산시,226736,117148,109588,226900,117239,109661,227112,117359,109753,227550,117610,109940,227749,117796,109953,228111,117949,110162,228323,118057,110266,228768,118304,110464,229249,118568,110681,229424,118665,110759,229591,118706,110885,229725,118785,110940,37.14993516,127.0770233
경기도 시흥시,475396,248693,226703,476481,249307,227174,477425,249786,227639,478464,250312,228152,479368,250780,228588,481430,251904,229526,484164,253293,230871,489077,255745,233332,493005,257762,235243,495391,258939,236452,497925,260233,237692,500895,261730,239165,37.38014281,126.8028693
경기도 군포시,275989,136990,138999,275857,136998,138859,275960,137040,138920,275954,137034,138920,275902,137001,138901,276039,137037,139002,275995,137053,138942,275508,136823,138685,274985,136530,138455,274620,136329,138291,274309,136130,138179,273791,135834,137957,37.36160744,126.9352653
경기도 의왕시,162472,80957,81515,163982,81709,82273,164602,82016,82586,164701,82049,82652,164150,81782,82368,163622,81480,82142,163049,81175,81874,162751,81006,81745,163720,81504,82216,163960,81603,82357,163978,81584,82394,163795,81470,82325,37.34496964,126.9687218
경기도 하남시,273587,137533,136054,275384,138362,137022,277431,139324,138107,279621,140443,139178,281340,141301,140039,283256,142312,140944,284507,142973,141534,285693,143555,142138,287452,144433,143019,288922,145167,143755,291075,146255,144820,293452,147424,146028,37.53923662,127.2145653
경기도 용인시,1061440,526823,534617,1063650,527799,535851,1065613,528764,536849,1068519,530251,538268,1070987,531727,539260,1073115,532935,540180,1074968,533772,541196,1075659,534140,541519,1075697,534153,541544,1075490,533921,541569,1074790,533488,541302,1074176,532847,541329,37.24071642,127.177274
경기도 파주시,453961,230458,223503,453827,230409,223418,454494,230790,223704,455262,231142,224120,455471,231256,224215,456073,231522,224551,456788,231825,224963,459158,232919,226239,461314,233949,227365,463155,234915,228240,464453,235537,228916,465617,236049,229568,37.75946605,126.7803264
경기도 이천시,215885,111284,104601,215869,111272,104597,216404,111554,104850,216844,111858,104986,217547,112430,105117,218465,113002,105463,218954,113271,105683,219537,113658,105879,219531,113655,105876,219513,113667,105846,219525,113668,105857,218388,112947,105441,37.27224558,127.435023
경기도 안성시,183369,94249,89120,183444,94316,89128,183751,94481,89270,184211,94781,89430,185018,95278,89740,185305,95447,89858,185544,95575,89969,186104,95880,90224,186460,96122,90338,186695,96241,90454,186853,96313,90540,187012,96355,90657,37.00786318,127.2798342
경기도 김포시,437789,219805,217984,439502,220617,218885,443071,222353,220718,445425,223443,221982,447038,224224,222814,449039,225141,223898,451842,226602,225240,458505,229922,228583,463735,232501,231234,467084,234117,232967,469340,235230,234110,473970,237507,236463,37.61533178,126.7154295
경기도 화성시,818760,424061,394699,822470,425993,396477,827603,428761,398842,831888,431049,400839,834378,432499,401879,836662,433894,402768,839493,435377,404116,842864,437083,405781,846850,439243,407607,850050,440954,409096,853106,442631,410475,855248,443841,411407,37.19943362,126.8315556
경기도 광주시,373274,191127,182147,373867,191421,182446,374913,191945,182968,375561,192208,183353,376753,192894,183859,377525,193232,184293,378723,193796,184927,379480,194146,185334,380291,194524,185767,380821,194783,186038,381324,194991,186333,382054,195298,186756,37.4294162,127.2551636
